ability,trait,value,table_name
Free Recall Memory,Suspiciousness,-0.35,neurotism
Free Recall Memory,Self esteem,0.11,neurotism
Free Recall Memory,Stress tolerance,-0.06,neurotism
Free Recall Memory,Locus of Control,0.14,neurotism
Free Recall Memory,General Factor of Personality,0.3,neurotism
Free Recall Memory,Factor Alpha,0.11,neurotism
Long Term Visual Memory,Neurotism,-0.03,neurotism
Long Term Visual Memory,Withdrawal,0.0,neurotism
Long Term Visual Memory,Volatility,0.0,neurotism
Long Term Visual Memory,Negative affect,0.0,neurotism
Long Term Visual Memory,Depression,0.0,neurotism
Long Term Visual Memory,Anxiety,0.0,neurotism
Long Term Visual Memory,Anxiety (Test),0.0,neurotism
Long Term Visual Memory,Uneven Tempered,0.0,neurotism
Long Term Visual Memory,Suspiciousness,0.0,neurotism
Long Term Visual Memory,Self esteem,0.0,neurotism
Long Term Visual Memory,Stress tolerance,0.0,neurotism
Long Term Visual Memory,Locus of Control,0.0,neurotism
Long Term Visual Memory,General Factor of Personality,0.0,neurotism
Long Term Visual Memory,Factor Alpha,0.03,neurotism
Retrieval Fluency,Neurotism,-0.04,neurotism
Retrieval Fluency,Withdrawal,-0.24,neurotism
Retrieval Fluency,Volatility,0.0,neurotism
Retrieval Fluency,Negative affect,-0.14,neurotism
Retrieval Fluency,Depression,0.06,neurotism
Retrieval Fluency,Anxiety,-0.14,neurotism
Retrieval Fluency,Anxiety (Test),-0.57,neurotism
Retrieval Fluency,Uneven Tempered,-0.04,neurotism
Retrieval Fluency,Suspiciousness,-0.27,neurotism
Retrieval Fluency,Self esteem,0.12,neurotism
Retrieval Fluency,Stress tolerance,0.0,neurotism
Retrieval Fluency,Locus of Control,-0.02,neurotism
Retrieval Fluency,General Factor of Personality,0.29,neurotism
Retrieval Fluency,Factor Alpha,0.01,neurotism
Ideational Fluency,Neurotism,-0.09,neurotism
Ideational Fluency,Withdrawal,-0.19,neurotism
Ideational Fluency,Volatility,-0.08,neurotism
Ideational Fluency,Negative affect,0.09,neurotism
Ideational Fluency,Depression,-0.18,neurotism
Ideational Fluency,Anxiety,-0.13,neurotism
Ideational Fluency,Anxiety (Test),-0.14,neurotism
Ideational Fluency,Uneven Tempered,-0.09,neurotism
Ideational Fluency,Suspiciousness,0.0,neurotism
Ideational Fluency,Self esteem,0.1,neurotism
Ideational Fluency,Stress tolerance,0.0,neurotism
Ideational Fluency,Locus of Control,0.09,neurotism
Ideational Fluency,General Factor of Personality,0.12,neurotism
Ideational Fluency,Factor Alpha,0.05,neurotism
Associational Fluency,Neurotism,-0.08,neurotism
Associational Fluency,Withdrawal,-0.13,neurotism
Associational Fluency,Volatility,-0.1,neurotism
Associational Fluency,Negative affect,0.0,neurotism
Associational Fluency,Depression,0.05,neurotism
Associational Fluency,Anxiety,-0.1,neurotism
Associational Fluency,Anxiety (Test),-0.52,neurotism
Associational Fluency,Uneven Tempered,0.02,neurotism
Associational Fluency,Suspiciousness,0.1,neurotism
Associational Fluency,Self esteem,0.07,neurotism
Associational Fluency,Stress tolerance,0.0,neurotism
Associational Fluency,Locus of Control,0.12,neurotism
Associational Fluency,General Factor of Personality,0.06,neurotism
Associational Fluency,Factor Alpha,0.02,neurotism
Expressional Fluency,Neurotism,-0.1,neurotism
Expressional Fluency,Withdrawal,0.0,neurotism
Expressional Fluency,Volatility,0.0,neurotism
Expressional Fluency,Negative affect,0.0,neurotism
Expressional Fluency,Depression,0.06,neurotism
Expressional Fluency,Anxiety,-0.07,neurotism
Expressional Fluency,Anxiety (Test),-0.33,neurotism
Expressional Fluency,Uneven Tempered,-0.05,neurotism
Expressional Fluency,Suspiciousness,-0.09,neurotism
Expressional Fluency,Self esteem,0.17,neurotism
Expressional Fluency,Stress tolerance,0.13,neurotism
Expressional Fluency,Locus of Control,0.22,neurotism
Expressional Fluency,General Factor of Personality,0.29,neurotism
Expressional Fluency,Factor Alpha,0.07,neurotism
Sensitivity to Probs. and Alt. Solutions,Neurotism,-0.11,neurotism
Sensitivity to Probs. and Alt. Solutions,Withdrawal,0.0,neurotism
Sensitivity to Probs. and Alt. Solutions,Volatility,0.0,neurotism
Sensitivity to Probs. and Alt. Solutions,Negative affect,0.0,neurotism
Sensitivity to Probs. and Alt. Solutions,Depression,0.0,neurotism
Sensitivity to Probs. and Alt. Solutions,Anxiety,0.0,neurotism
Sensitivity to Probs. and Alt. Solutions,Anxiety (Test),0.0,neurotism
Sensitivity to Probs. and Alt. Solutions,Uneven Tempered,-0.03,neurotism
Sensitivity to Probs. and Alt. Solutions,Suspiciousness,0.04,neurotism
Sensitivity to Probs. and Alt. Solutions,Self esteem,0.0,neurotism
Sensitivity to Probs. and Alt. Solutions,Stress tolerance,0.0,neurotism
Sensitivity to Probs. and Alt. Solutions,Locus of Control,0.0,neurotism
Sensitivity to Probs. and Alt. Solutions,General Factor of Personality,0.0,neurotism
Sensitivity to Probs. and Alt. Solutions,Factor Alpha,-1.36,neurotism
Originality and Creativity,Neurotism,-0.04,neurotism
Originality and Creativity,Withdrawal,-0.16,neurotism
Originality and Creativity,Volatility,0.01,neurotism
Originality and Creativity,Negative affect,0.08,neurotism
Originality and Creativity,Depression,-0.04,neurotism
Originality and Creativity,Anxiety,-0.0,neurotism
Originality and Creativity,Anxiety (Test),0.05,neurotism
Originality and Creativity,Uneven Tempered,-0.39,neurotism
Originality and Creativity,Suspiciousness,-0.1,neurotism
Originality and Creativity,Self esteem,0.21,neurotism
Originality and Creativity,Stress tolerance,0.0,neurotism
Originality and Creativity,Locus of Control,0.24,neurotism
Originality and Creativity,General Factor of Personality,0.32,neurotism
Originality and Creativity,Factor Alpha,0.0,neurotism
Naming Facility / Speed Lexical Access,Neurotism,-0.11,neurotism
Naming Facility / Speed Lexical Access,Withdrawal,-0.12,neurotism
Naming Facility / Speed Lexical Access,Volatility,-0.13,neurotism
Naming Facility / Speed Lexical Access,Negative affect,-0.05,neurotism
Naming Facility / Speed Lexical Access,Depression,-0.33,neurotism
Naming Facility / Speed Lexical Access,Anxiety,-0.09,neurotism
Naming Facility / Speed Lexical Access,Anxiety (Test),-0.43,neurotism
Naming Facility / Speed Lexical Access,Uneven Tempered,-0.09,neurotism
Naming Facility / Speed Lexical Access,Suspiciousness,0.03,neurotism
Naming Facility / Speed Lexical Access,Self esteem,0.05,neurotism
Naming Facility / Speed Lexical Access,Stress tolerance,0.0,neurotism
Naming Facility / Speed Lexical Access,Locus of Control,0.15,neurotism
Naming Facility / Speed Lexical Access,General Factor of Personality,0.0,neurotism
Naming Facility / Speed Lexical Access,Factor Alpha,-0.19,neurotism
Word Fluency,Neurotism,-0.07,neurotism
Word Fluency,Withdrawal,-0.22,neurotism
Word Fluency,Volatility,-0.09,neurotism
Word Fluency,Negative affect,0.0,neurotism
Word Fluency,Depression,-0.13,neurotism
Word Fluency,Anxiety,-0.14,neurotism
Word Fluency,Anxiety (Test),0.0,neurotism
Word Fluency,Uneven Tempered,-0.01,neurotism
Word Fluency,Suspiciousness,-0.21,neurotism
Word Fluency,Self esteem,0.09,neurotism
Word Fluency,Stress tolerance,0.0,neurotism
Word Fluency,Locus of Control,0.1,neurotism
Word Fluency,General Factor of Personality,0.23,neurotism
Word Fluency,Factor Alpha,0.11,neurotism
Short Term Memory,Neurotism,0.0,neurotism
Short Term Memory,Withdrawal,0.0,neurotism
Short Term Memory,Volatility,0.0,neurotism
Short Term Memory,Negative affect,0.0,neurotism
Short Term Memory,Depression,0.0,neurotism
Short Term Memory,Anxiety,0.0,neurotism
Short Term Memory,Anxiety (Test),-0.49,neurotism
Short Term Memory,Uneven Tempered,-0.15,neurotism
Short Term Memory,Suspiciousness,0.0,neurotism
Short Term Memory,Self esteem,0.1,neurotism
Short Term Memory,Stress tolerance,-0.08,neurotism
Short Term Memory,Locus of Control,0.26,neurotism
Short Term Memory,General Factor of Personality,0.0,neurotism
Short Term Memory,Factor Alpha,0.0,neurotism
Memory Span,Neurotism,-0.09,neurotism
Memory Span,Withdrawal,-0.16,neurotism
Memory Span,Volatility,-0.08,neurotism
Memory Span,Negative affect,-0.14,neurotism
Memory Span,Depression,-0.29,neurotism
Memory Span,Anxiety,-0.07,neurotism
Memory Span,Anxiety (Test),-0.36,neurotism
Memory Span,Uneven Tempered,-0.25,neurotism
Memory Span,Suspiciousness,-0.46,neurotism
Memory Span,Self esteem,0.14,neurotism
Memory Span,Stress tolerance,0.0,neurotism
Memory Span,Locus of Control,0.11,neurotism
Memory Span,General Factor of Personality,0.34,neurotism
Memory Span,Factor Alpha,0.09,neurotism
Working Memory Capacity,Neurotism,-0.06,neurotism
Working Memory Capacity,Withdrawal,-0.19,neurotism
Working Memory Capacity,Volatility,-0.05,neurotism
Working Memory Capacity,Negative affect,-0.09,neurotism
Working Memory Capacity,Depression,-0.27,neurotism
Working Memory Capacity,Anxiety,-0.11,neurotism
Working Memory Capacity,Anxiety (Test),-0.07,neurotism
Working Memory Capacity,Uneven Tempered,-0.06,neurotism
Working Memory Capacity,Suspiciousness,-0.36,neurotism
Working Memory Capacity,Self esteem,0.06,neurotism
Working Memory Capacity,Stress tolerance,0.09,neurotism
Working Memory Capacity,Locus of Control,0.1,neurotism
Working Memory Capacity,General Factor of Personality,0.24,neurotism
Working Memory Capacity,Factor Alpha,0.11,neurotism
Attentional Executive Control,Neurotism,-0.07,neurotism
Attentional Executive Control,Withdrawal,0.0,neurotism
Attentional Executive Control,Volatility,0.0,neurotism
Attentional Executive Control,Negative affect,0.0,neurotism
Attentional Executive Control,Depression,0.0,neurotism
Attentional Executive Control,Anxiety,0.22,neurotism
Attentional Executive Control,Anxiety (Test),0.0,neurotism
Attentional Executive Control,Uneven Tempered,0.0,neurotism
Attentional Executive Control,Suspiciousness,0.0,neurotism
Attentional Executive Control,Self esteem,0.0,neurotism
Attentional Executive Control,Stress tolerance,0.0,neurotism
Attentional Executive Control,Locus of Control,0.0,neurotism
Attentional Executive Control,General Factor of Personality,0.0,neurotism
Attentional Executive Control,Factor Alpha,0.27,neurotism
Visual Processing,Neurotism,-0.06,neurotism
Visual Processing,Withdrawal,0.0,neurotism
Visual Processing,Volatility,0.0,neurotism
Visual Processing,Negative affect,-0.05,neurotism
Visual Processing,Depression,-0.56,neurotism
Visual Processing,Anxiety,-0.05,neurotism
Visual Processing,Anxiety (Test),-0.25,neurotism
Visual Processing,Uneven Tempered,-0.05,neurotism
Visual Processing,Suspiciousness,-0.18,neurotism
Visual Processing,Self esteem,0.16,neurotism
Visual Processing,Stress tolerance,0.0,neurotism
Visual Processing,Locus of Control,0.01,neurotism
Visual Processing,General Factor of Personality,0.27,neurotism
Visual Processing,Factor Alpha,0.03,neurotism
Visualization,Neurotism,-0.12,neurotism
Visualization,Withdrawal,-0.03,neurotism
Visualization,Volatility,-0.18,neurotism
Visualization,Negative affect,0.0,neurotism
Visualization,Depression,-0.16,neurotism
Visualization,Anxiety,-0.1,neurotism
Visualization,Anxiety (Test),-0.46,neurotism
Visualization,Uneven Tempered,-0.16,neurotism
Visualization,Suspiciousness,-0.14,neurotism
Visualization,Self esteem,0.1,neurotism
Visualization,Stress tolerance,0.12,neurotism
Visualization,Locus of Control,0.09,neurotism
Visualization,General Factor of Personality,0.03,neurotism
Visualization,Factor Alpha,0.01,neurotism
Closure Speed,Neurotism,-0.13,neurotism
Closure Speed,Withdrawal,0.0,neurotism
Closure Speed,Volatility,0.0,neurotism
Closure Speed,Negative affect,0.0,neurotism
Closure Speed,Depression,-0.15,neurotism
Closure Speed,Anxiety,-0.22,neurotism
Closure Speed,Anxiety (Test),0.0,neurotism
Closure Speed,Uneven Tempered,-0.07,neurotism
Closure Speed,Suspiciousness,-0.33,neurotism
Closure Speed,Self esteem,0.06,neurotism
Closure Speed,Stress tolerance,0.0,neurotism
Closure Speed,Locus of Control,0.11,neurotism
Closure Speed,General Factor of Personality,-0.04,neurotism
Closure Speed,Factor Alpha,0.06,neurotism
Flexibility of Closure,Neurotism,-0.1,neurotism
Flexibility of Closure,Withdrawal,0.0,neurotism
Flexibility of Closure,Volatility,0.0,neurotism
Flexibility of Closure,Negative affect,0.1,neurotism
Flexibility of Closure,Depression,-0.12,neurotism
Flexibility of Closure,Anxiety,-0.08,neurotism
Flexibility of Closure,Anxiety (Test),-0.09,neurotism
Flexibility of Closure,Uneven Tempered,-0.03,neurotism
Flexibility of Closure,Suspiciousness,-0.09,neurotism
Flexibility of Closure,Self esteem,0.02,neurotism
Flexibility of Closure,Stress tolerance,0.08,neurotism
Flexibility of Closure,Locus of Control,0.02,neurotism
Flexibility of Closure,General Factor of Personality,0.09,neurotism
Flexibility of Closure,Factor Alpha,0.03,neurotism
Spatial Scanning,Neurotism,-0.14,neurotism
Spatial Scanning,Withdrawal,0.0,neurotism
Spatial Scanning,Volatility,0.0,neurotism
Spatial Scanning,Negative affect,0.0,neurotism
Spatial Scanning,Depression,0.19,neurotism
Spatial Scanning,Anxiety,0.03,neurotism
Spatial Scanning,Anxiety (Test),0.0,neurotism
Spatial Scanning,Uneven Tempered,-0.02,neurotism
Spatial Scanning,Suspiciousness,-0.1,neurotism
Spatial Scanning,Self esteem,0.07,neurotism
Spatial Scanning,Stress tolerance,0.0,neurotism
Spatial Scanning,Locus of Control,0.14,neurotism
Spatial Scanning,General Factor of Personality,0.15,neurotism
Spatial Scanning,Factor Alpha,-0.02,neurotism
Perceptual Illusions,Neurotism,-0.1,neurotism
Perceptual Illusions,Withdrawal,0.0,neurotism
Perceptual Illusions,Volatility,0.0,neurotism
Perceptual Illusions,Negative affect,0.0,neurotism
Perceptual Illusions,Depression,0.0,neurotism
Perceptual Illusions,Anxiety,0.03,neurotism
Perceptual Illusions,Anxiety (Test),0.0,neurotism
Perceptual Illusions,Uneven Tempered,0.0,neurotism
Perceptual Illusions,Suspiciousness,0.0,neurotism
Perceptual Illusions,Self esteem,0.05,neurotism
Perceptual Illusions,Stress tolerance,0.0,neurotism
Perceptual Illusions,Locus of Control,0.0,neurotism
Perceptual Illusions,General Factor of Personality,0.0,neurotism
Perceptual Illusions,Factor Alpha,-0.08,neurotism
Visual Memory,Neurotism,-0.11,neurotism
Visual Memory,Withdrawal,0.0,neurotism
Visual Memory,Volatility,0.0,neurotism
Visual Memory,Negative affect,0.0,neurotism
Visual Memory,Depression,-0.23,neurotism
Visual Memory,Anxiety,-0.25,neurotism
Visual Memory,Anxiety (Test),0.0,neurotism
Visual Memory,Uneven Tempered,-0.02,neurotism
Visual Memory,Suspiciousness,0.0,neurotism
Visual Memory,Self esteem,0.0,neurotism
Visual Memory,Stress tolerance,0.0,neurotism
Visual Memory,Locus of Control,-0.04,neurotism
Visual Memory,General Factor of Personality,0.0,neurotism
Visual Memory,Factor Alpha,0.03,neurotism
Auditory Processing,Neurotism,-0.07,neurotism
Auditory Processing,Withdrawal,0.0,neurotism
Auditory Processing,Volatility,0.0,neurotism
Auditory Processing,Negative affect,0.0,neurotism
Auditory Processing,Depression,0.0,neurotism
Auditory Processing,Anxiety,-0.14,neurotism
Auditory Processing,Anxiety (Test),0.0,neurotism
Auditory Processing,Uneven Tempered,-0.22,neurotism
Auditory Processing,Suspiciousness,0.0,neurotism
Auditory Processing,Self esteem,0.02,neurotism
Auditory Processing,Stress tolerance,0.0,neurotism
Auditory Processing,Locus of Control,0.0,neurotism
Auditory Processing,General Factor of Personality,0.0,neurotism
Auditory Processing,Factor Alpha,0.1,neurotism
Processing Speed,Neurotism,-0.24,neurotism
Processing Speed,Withdrawal,0.0,neurotism
Processing Speed,Volatility,-0.07,neurotism
Processing Speed,Negative affect,0.0,neurotism
Processing Speed,Depression,0.0,neurotism
Processing Speed,Anxiety,-0.36,neurotism
Processing Speed,Anxiety (Test),0.0,neurotism
Processing Speed,Uneven Tempered,-0.06,neurotism
Processing Speed,Suspiciousness,-0.34,neurotism
Processing Speed,Self esteem,-0.16,neurotism
Processing Speed,Stress tolerance,0.18,neurotism
Processing Speed,Locus of Control,0.0,neurotism
Processing Speed,General Factor of Personality,0.0,neurotism
Processing Speed,Factor Alpha,0.26,neurotism
Perceptual Speed,Neurotism,-0.06,neurotism
Perceptual Speed,Withdrawal,-0.14,neurotism
Perceptual Speed,Volatility,-0.19,neurotism
Perceptual Speed,Negative affect,-1.36,neurotism
Perceptual Speed,Depression,-0.05,neurotism
Perceptual Speed,Anxiety,0.0,neurotism
Perceptual Speed,Anxiety (Test),-0.1,neurotism
Perceptual Speed,Uneven Tempered,-0.24,neurotism
Perceptual Speed,Suspiciousness,-0.19,neurotism
Perceptual Speed,Self esteem,0.14,neurotism
Perceptual Speed,Stress tolerance,0.03,neurotism
Perceptual Speed,Locus of Control,0.1,neurotism
Perceptual Speed,General Factor of Personality,0.08,neurotism
Perceptual Speed,Factor Alpha,0.07,neurotism
Scanning,Neurotism,-0.14,neurotism
Scanning,Withdrawal,-0.05,neurotism
Scanning,Volatility,0.03,neurotism
Scanning,Negative affect,0.02,neurotism
Scanning,Depression,-0.12,neurotism
Scanning,Anxiety,-0.12,neurotism
Scanning,Anxiety (Test),-0.27,neurotism
Scanning,Uneven Tempered,-0.19,neurotism
Scanning,Suspiciousness,-0.22,neurotism
Scanning,Self esteem,0.12,neurotism
Scanning,Stress tolerance,0.14,neurotism
Scanning,Locus of Control,0.11,neurotism
Scanning,General Factor of Personality,0.13,neurotism
Scanning,Factor Alpha,0.0,neurotism
Pattern Recognition,Neurotism,-0.13,neurotism
Pattern Recognition,Withdrawal,0.0,neurotism
Pattern Recognition,Volatility,0.0,neurotism
Pattern Recognition,Negative affect,0.0,neurotism
Pattern Recognition,Depression,-0.08,neurotism
Pattern Recognition,Anxiety,0.12,neurotism
Pattern Recognition,Anxiety (Test),0.0,neurotism
Pattern Recognition,Uneven Tempered,0.0,neurotism
Pattern Recognition,Suspiciousness,-0.09,neurotism
Pattern Recognition,Self esteem,0.0,neurotism
Pattern Recognition,Stress tolerance,0.0,neurotism
Pattern Recognition,Locus of Control,0.0,neurotism
Pattern Recognition,General Factor of Personality,0.0,neurotism
Pattern Recognition,Factor Alpha,0.0,neurotism
Number Facility,Neurotism,-0.12,neurotism
Number Facility,Withdrawal,0.0,neurotism
Number Facility,Volatility,0.0,neurotism
Number Facility,Negative affect,0.0,neurotism
Number Facility,Depression,-0.24,neurotism
Number Facility,Anxiety,-0.18,neurotism
Number Facility,Anxiety (Test),-0.75,neurotism
Number Facility,Uneven Tempered,-0.25,neurotism
Number Facility,Suspiciousness,-0.29,neurotism
Number Facility,Self esteem,0.14,neurotism
Number Facility,Stress tolerance,0.19,neurotism
Number Facility,Locus of Control,0.06,neurotism
Number Facility,General Factor of Personality,-0.06,neurotism
Number Facility,Factor Alpha,0.15,neurotism
Reaction and Decision Speed,Neurotism,0.03,neurotism
Reaction and Decision Speed,Withdrawal,0.0,neurotism
Reaction and Decision Speed,Volatility,0.0,neurotism
Reaction and Decision Speed,Negative affect,0.0,neurotism
Reaction and Decision Speed,Depression,0.0,neurotism
Reaction and Decision Speed,Anxiety,0.0,neurotism
Reaction and Decision Speed,Anxiety (Test),0.0,neurotism
Reaction and Decision Speed,Uneven Tempered,0.0,neurotism
Reaction and Decision Speed,Suspiciousness,0.0,neurotism
Reaction and Decision Speed,Self esteem,0.0,neurotism
Reaction and Decision Speed,Stress tolerance,0.0,neurotism
Reaction and Decision Speed,Locus of Control,0.01,neurotism
Reaction and Decision Speed,General Factor of Personality,0.0,neurotism
Reaction and Decision Speed,Factor Alpha,0.0,neurotism
Simple Reaction Time,Neurotism,0.0,neurotism
Simple Reaction Time,Withdrawal,-0.1,neurotism
Simple Reaction Time,Volatility,-0.16,neurotism
Simple Reaction Time,Negative affect,0.0,neurotism
Simple Reaction Time,Depression,-0.14,neurotism
Simple Reaction Time,Anxiety,-0.19,neurotism
Simple Reaction Time,Anxiety (Test),0.0,neurotism
Simple Reaction Time,Uneven Tempered,-0.06,neurotism
Simple Reaction Time,Suspiciousness,0.0,neurotism
Simple Reaction Time,Self esteem,0.01,neurotism
Simple Reaction Time,Stress tolerance,0.0,neurotism
Simple Reaction Time,Locus of Control,-0.1,neurotism
Simple Reaction Time,General Factor of Personality,0.0,neurotism
Simple Reaction Time,Factor Alpha,0.02,neurotism
Choice Reaction Time,Neurotism,-0.06,neurotism
Choice Reaction Time,Withdrawal,-0.1,neurotism
Choice Reaction Time,Volatility,0.0,neurotism
Choice Reaction Time,Negative affect,0.0,neurotism
Choice Reaction Time,Depression,-0.18,neurotism
Choice Reaction Time,Anxiety,-0.1,neurotism
Choice Reaction Time,Anxiety (Test),0.0,neurotism
Choice Reaction Time,Uneven Tempered,0.0,neurotism
Choice Reaction Time,Suspiciousness,0.0,neurotism
Choice Reaction Time,Self esteem,0.05,neurotism
Choice Reaction Time,Stress tolerance,0.0,neurotism
Choice Reaction Time,Locus of Control,-0.02,neurotism
Choice Reaction Time,General Factor of Personality,0.0,neurotism
Choice Reaction Time,Factor Alpha,0.03,neurotism
Decision Time,Neurotism,0.06,neurotism
Decision Time,Withdrawal,-0.18,neurotism
Decision Time,Volatility,0.0,neurotism
Decision Time,Negative affect,0.0,neurotism
Decision Time,Depression,0.0,neurotism
Decision Time,Anxiety,-0.07,neurotism
Decision Time,Anxiety (Test),0.0,neurotism
Decision Time,Uneven Tempered,0.0,neurotism
Decision Time,Suspiciousness,0.0,neurotism
Decision Time,Self esteem,-0.11,neurotism
Decision Time,Stress tolerance,0.0,neurotism
Decision Time,Locus of Control,0.01,neurotism
Decision Time,General Factor of Personality,0.0,neurotism
Decision Time,Factor Alpha,0.0,neurotism
Movement Time,Neurotism,0.0,neurotism
Movement Time,Withdrawal,-0.17,neurotism
Movement Time,Volatility,0.0,neurotism
Movement Time,Negative affect,0.0,neurotism
Movement Time,Depression,0.0,neurotism
Movement Time,Anxiety,-0.11,neurotism
Movement Time,Anxiety (Test),0.0,neurotism
Movement Time,Uneven Tempered,0.0,neurotism
Movement Time,Suspiciousness,0.0,neurotism
Movement Time,Self esteem,0.0,neurotism
Movement Time,Stress tolerance,0.0,neurotism
Movement Time,Locus of Control,0.14,neurotism
Movement Time,General Factor of Personality,0.0,neurotism
Movement Time,Factor Alpha,0.0,neurotism
Semantic Processing Speed,Neurotism,-0.07,neurotism
Semantic Processing Speed,Withdrawal,0.0,neurotism
Semantic Processing Speed,Volatility,0.0,neurotism
Semantic Processing Speed,Negative affect,0.0,neurotism
Semantic Processing Speed,Depression,0.0,neurotism
Semantic Processing Speed,Anxiety,0.0,neurotism
Semantic Processing Speed,Anxiety (Test),0.0,neurotism
Semantic Processing Speed,Uneven Tempered,0.0,neurotism
Semantic Processing Speed,Suspiciousness,0.0,neurotism
Semantic Processing Speed,Self esteem,0.0,neurotism
Semantic Processing Speed,Stress tolerance,0.0,neurotism
Semantic Processing Speed,Locus of Control,0.0,neurotism
Semantic Processing Speed,General Factor of Personality,0.0,neurotism
Semantic Processing Speed,Factor Alpha,0.0,neurotism
Inspection Time,Neurotism,-0.07,neurotism
Inspection Time,Withdrawal,0.0,neurotism
Inspection Time,Volatility,0.0,neurotism
Inspection Time,Negative affect,0.0,neurotism
Inspection Time,Depression,0.0,neurotism
Inspection Time,Anxiety,0.0,neurotism
Inspection Time,Anxiety (Test),0.0,neurotism
Inspection Time,Uneven Tempered,0.0,neurotism
Inspection Time,Suspiciousness,0.0,neurotism
Inspection Time,Self esteem,0.0,neurotism
Inspection Time,Stress tolerance,0.0,neurotism
Inspection Time,Locus of Control,0.0,neurotism
Inspection Time,General Factor of Personality,0.0,neurotism
Inspection Time,Factor Alpha,0.01,neurotism
Mental Comparison Speed,Neurotism,-0.1,neurotism
Mental Comparison Speed,Withdrawal,-0.25,neurotism
Mental Comparison Speed,Volatility,-0.16,neurotism
Mental Comparison Speed,Negative affect,0.0,neurotism
Mental Comparison Speed,Depression,0.0,neurotism
Mental Comparison Speed,Anxiety,0.03,neurotism
Mental Comparison Speed,Anxiety (Test),0.0,neurotism
Mental Comparison Speed,Uneven Tempered,-0.05,neurotism
Mental Comparison Speed,Suspiciousness,0.0,neurotism
Mental Comparison Speed,Self esteem,-0.08,neurotism
Mental Comparison Speed,Stress tolerance,0.0,neurotism
Mental Comparison Speed,Locus of Control,0.0,neurotism
Mental Comparison Speed,General Factor of Personality,0.0,neurotism
Mental Comparison Speed,Factor Alpha,0.04,neurotism
Acquired Knowledge,Neurotism,-0.13,neurotism
Acquired Knowledge,Withdrawal,0.0,neurotism
Acquired Knowledge,Volatility,0.0,neurotism
Acquired Knowledge,Negative affect,0.0,neurotism
Acquired Knowledge,Depression,0.0,neurotism
Acquired Knowledge,Anxiety,-0.04,neurotism
Acquired Knowledge,Anxiety (Test),0.0,neurotism
Acquired Knowledge,Uneven Tempered,-0.09,neurotism
Acquired Knowledge,Suspiciousness,0.0,neurotism
Acquired Knowledge,Self esteem,0.16,neurotism
Acquired Knowledge,Stress tolerance,0.0,neurotism
Acquired Knowledge,Locus of Control,0.14,neurotism
Acquired Knowledge,General Factor of Personality,0.08,neurotism
Acquired Knowledge,Factor Alpha,0.18,neurotism
Quantitative Ability,Neurotism,-0.26,neurotism
Quantitative Ability,Withdrawal,0.0,neurotism
Quantitative Ability,Volatility,0.0,neurotism
Quantitative Ability,Negative affect,0.0,neurotism
Quantitative Ability,Depression,0.0,neurotism
Quantitative Ability,Anxiety,-0.47,neurotism
Quantitative Ability,Anxiety (Test),-0.29,neurotism
Quantitative Ability,Uneven Tempered,-0.44,neurotism
Quantitative Ability,Suspiciousness,-0.21,neurotism
Quantitative Ability,Self esteem,0.23,neurotism
Quantitative Ability,Stress tolerance,0.0,neurotism
Quantitative Ability,Locus of Control,0.44,neurotism
Quantitative Ability,General Factor of Personality,0.19,neurotism
Quantitative Ability,Factor Alpha,0.22,neurotism
Mathematics Knowledge,Neurotism,0.05,neurotism
Mathematics Knowledge,Withdrawal,0.48,neurotism
Mathematics Knowledge,Volatility,0.0,neurotism
Mathematics Knowledge,Negative affect,0.0,neurotism
Mathematics Knowledge,Depression,0.0,neurotism
Mathematics Knowledge,Anxiety,0.02,neurotism
Mathematics Knowledge,Anxiety (Test),-0.32,neurotism
Mathematics Knowledge,Uneven Tempered,-0.29,neurotism
Mathematics Knowledge,Suspiciousness,-0.1,neurotism
Mathematics Knowledge,Self esteem,0.22,neurotism
Mathematics Knowledge,Stress tolerance,-0.08,neurotism
Mathematics Knowledge,Locus of Control,0.36,neurotism
Mathematics Knowledge,General Factor of Personality,0.0,neurotism
Mathematics Knowledge,Factor Alpha,0.62,neurotism
Mathematics Achievement,Neurotism,-0.05,neurotism
Mathematics Achievement,Withdrawal,0.0,neurotism
Mathematics Achievement,Volatility,0.0,neurotism
Mathematics Achievement,Negative affect,0.0,neurotism
Mathematics Achievement,Depression,0.0,neurotism
Mathematics Achievement,Anxiety,-1.16,neurotism
Mathematics Achievement,Anxiety (Test),-0.09,neurotism
Mathematics Achievement,Uneven Tempered,-0.49,neurotism
Mathematics Achievement,Suspiciousness,0.0,neurotism
Mathematics Achievement,Self esteem,0.23,neurotism
Mathematics Achievement,Stress tolerance,0.0,neurotism
Mathematics Achievement,Locus of Control,0.76,neurotism
Mathematics Achievement,General Factor of Personality,0.01,neurotism
Mathematics Achievement,Factor Alpha,0.09,neurotism
Verbal Ability,Neurotism,-0.1,neurotism
Verbal Ability,Withdrawal,0.0,neurotism
Verbal Ability,Volatility,0.09,neurotism
Verbal Ability,Negative affect,0.0,neurotism
Verbal Ability,Depression,-0.25,neurotism
Verbal Ability,Anxiety,-0.15,neurotism
Verbal Ability,Anxiety (Test),-0.33,neurotism
Verbal Ability,Uneven Tempered,-0.53,neurotism
Verbal Ability,Suspiciousness,-0.21,neurotism
Verbal Ability,Self esteem,0.26,neurotism
Verbal Ability,Stress tolerance,0.06,neurotism
